family,pid,tercile,pattern_family,rho,s,batch,batch_seed,best_error,optimizer_success
symmetric_tree,7,0,regional,0.2553870731131024,0.11255948699524297,2,900051,0.004001731678664252,True
symmetric_tree,7,0,regional,0.2553870731131024,0.11255948699524297,3,900052,0.00400173167866425,True
symmetric_tree,7,0,regional,0.2553870731131024,0.11255948699524297,4,900053,0.004001731678664253,True
symmetric_tree,8,0,multifocal,0.14580049600757666,0.02484234086860036,0,900056,0.004776259849337306,True
symmetric_tree,8,0,multifocal,0.14580049600757666,0.02484234086860036,1,900057,0.004776259849337306,True
symmetric_tree,8,0,multifocal,0.14580049600757666,0.02484234086860036,2,900058,0.004776259849337306,True
symmetric_tree,8,0,multifocal,0.14580049600757666,0.02484234086860036,3,900059,0.004776259849337306,True
symmetric_tree,8,0,multifocal,0.14580049600757666,0.02484234086860036,4,900060,0.004776259849337306,True
symmetric_tree,9,0,localized,0.13912298042578608,0.09255498418122866,0,900063,0.013773543284144875,True
symmetric_tree,9,0,localized,0.13912298042578608,0.09255498418122866,1,900064,0.013773543284144875,True
symmetric_tree,9,0,localized,0.13912298042578608,0.09255498418122866,2,900065,0.013773543284144875,True
symmetric_tree,9,0,localized,0.13912298042578608,0.09255498418122866,3,900066,0.013773543284144875,True
symmetric_tree,9,0,localized,0.13912298042578608,0.09255498418122866,4,900067,0.013773543284144875,True
symmetric_tree,10,0,regional,0.04523928081336255,0.013380176886697043,0,900070,0.0011999054380813685,True
symmetric_tree,10,0,regional,0.04523928081336255,0.013380176886697043,1,900071,0.0011999054380813685,True
symmetric_tree,10,0,regional,0.04523928081336255,0.013380176886697043,2,900072,0.0011999054380813685,True
symmetric_tree,10,0,regional,0.04523928081336255,0.013380176886697043,3,900073,0.0011999054380813683,True
symmetric_tree,10,0,regional,0.04523928081336255,0.013380176886697043,4,900074,0.0011999054380813685,True
symmetric_tree,11,0,multifocal,0.016727153004898465,0.0040216079601165,0,900077,0.0005293098862778527,True
symmetric_tree,11,0,multifocal,0.016727153004898465,0.0040216079601165,1,900078,0.0005293098862778527,True
symmetric_tree,11,0,multifocal,0.016727153004898465,0.0040216079601165,2,900079,0.0005293098862778527,True
symmetric_tree,11,0,multifocal,0.016727153004898465,0.0040216079601165,3,900080,0.0005293098862778527,True
symmetric_tree,11,0,multifocal,0.016727153004898465,0.0040216079601165,4,900081,0.0005293098862778527,True
symmetric_tree,12,0,localized,0.1029516055873499,0.049469351128214815,0,900084,0.006964259099867376,True
symmetric_tree,12,0,localized,0.1029516055873499,0.049469351128214815,1,900085,0.006964259099867376,True
symmetric_tree,12,0,localized,0.1029516055873499,0.049469351128214815,2,900086,0.006964259099867376,True
symmetric_tree,12,0,localized,0.1029516055873499,0.049469351128214815,3,900087,0.006964259099867376,True
symmetric_tree,12,0,localized,0.1029516055873499,0.049469351128214815,4,900088,0.006964259099867376,True
symmetric_tree,13,0,regional,0.039594459860386524,0.01199461591236745,0,900091,0.0008853114856882321,True
symmetric_tree,13,0,regional,0.039594459860386524,0.01199461591236745,1,900092,0.0008853114856882321,True
symmetric_tree,13,0,regional,0.039594459860386524,0.01199461591236745,2,900093,0.000885311485688232,True
symmetric_tree,13,0,regional,0.039594459860386524,0.01199461591236745,3,900094,0.0008853114856882321,True
symmetric_tree,13,0,regional,0.039594459860386524,0.01199461591236745,4,900095,0.000885311485688232,True
symmetric_tree,14,0,multifocal,0.04870051952975766,0.01199177066776276,0,900098,0.0023252673398578574,True
symmetric_tree,14,0,multifocal,0.04870051952975766,0.01199177066776276,1,900099,0.0023252673398578574,True
symmetric_tree,14,0,multifocal,0.04870051952975766,0.01199177066776276,2,900100,0.0023252673398578574,True
symmetric_tree,14,0,multifocal,0.04870051952975766,0.01199177066776276,3,900101,0.0023252673398578574,True
symmetric_tree,14,0,multifocal,0.04870051952975766,0.01199177066776276,4,900102,0.0023252673398578574,True
symmetric_tree,15,0,localized,0.19664863716852157,0.1236060960415139,0,900105,0.017080151860873385,True
symmetric_tree,15,0,localized,0.19664863716852157,0.1236060960415139,1,900106,0.01708015186087338,False
symmetric_tree,15,0,localized,0.19664863716852157,0.1236060960415139,2,900107,0.017080151860873402,True
symmetric_tree,15,0,localized,0.19664863716852157,0.1236060960415139,3,900108,0.01708015186087339,True
symmetric_tree,15,0,localized,0.19664863716852157,0.1236060960415139,4,900109,0.017080151860873406,True
symmetric_tree,16,0,regional,0.07696970596471797,0.030250070263128044,0,900112,0.005267016617667104,True
symmetric_tree,16,0,regional,0.07696970596471797,0.030250070263128044,1,900113,0.005267016617667104,True
symmetric_tree,16,0,regional,0.07696970596471797,0.030250070263128044,2,900114,0.005267016617667104,True
symmetric_tree,16,0,regional,0.07696970596471797,0.030250070263128044,3,900115,0.005267016617667104,True
symmetric_tree,16,0,regional,0.07696970596471797,0.030250070263128044,4,900116,0.005267016617667104,True
symmetric_tree,17,0,multifocal,0.16864560245747062,0.03841696227287587,0,900119,0.00497104355411823,True
symmetric_tree,17,0,multifocal,0.16864560245747062,0.03841696227287587,1,900120,0.00497104355411823,True
symmetric_tree,17,0,multifocal,0.16864560245747062,0.03841696227287587,2,900121,0.00497104355411823,True
symmetric_tree,17,0,multifocal,0.16864560245747062,0.03841696227287587,3,900122,0.00497104355411823,True
symmetric_tree,17,0,multifocal,0.16864560245747062,0.03841696227287587,4,900123,0.00497104355411823,True
symmetric_tree,18,0,localized,0.3231381854506068,0.13189089473681714,0,900126,0.013130502069330368,True
symmetric_tree,18,0,localized,0.3231381854506068,0.13189089473681714,1,900127,0.013130502069330368,True
symmetric_tree,18,0,localized,0.3231381854506068,0.13189089473681714,2,900128,0.013130502069330374,True
symmetric_tree,18,0,localized,0.3231381854506068,0.13189089473681714,3,900129,0.013130502069330374,True
symmetric_tree,18,0,localized,0.3231381854506068,0.13189089473681714,4,900130,0.013130502069330379,True
symmetric_tree,19,0,regional,0.020088188846937933,0.010299898455714345,0,900133,0.00034726697871550436,True
symmetric_tree,19,0,regional,0.020088188846937933,0.010299898455714345,1,900134,0.0003472669787155043,True
symmetric_tree,19,0,regional,0.020088188846937933,0.010299898455714345,2,900135,0.00034726697871550436,True
symmetric_tree,19,0,regional,0.020088188846937933,0.010299898455714345,3,900136,0.0003472669787155043,True
symmetric_tree,19,0,regional,0.020088188846937933,0.010299898455714345,4,900137,0.00034726697871550436,True
symmetric_tree,20,1,localized,0.631443979014218,0.37364870357594376,0,900140,0.09677094485187747,False
symmetric_tree,20,1,localized,0.631443979014218,0.37364870357594376,1,900141,0.09677094485187747,True
symmetric_tree,20,1,localized,0.631443979014218,0.37364870357594376,2,900142,0.09677094485187747,True
symmetric_tree,20,1,localized,0.631443979014218,0.37364870357594376,3,900143,0.09677094485187747,True
symmetric_tree,20,1,localized,0.631443979014218,0.37364870357594376,4,900144,0.09677094485187747,True
symmetric_tree,21,1,regional,0.38210699400285486,0.10901014249807349,0,900147,0.011633685583630973,True
symmetric_tree,21,1,regional,0.38210699400285486,0.10901014249807349,1,900148,0.011633685583630975,True
symmetric_tree,21,1,regional,0.38210699400285486,0.10901014249807349,2,900149,0.011633685583630985,True
symmetric_tree,21,1,regional,0.38210699400285486,0.10901014249807349,3,900150,0.011633685583630985,True
symmetric_tree,21,1,regional,0.38210699400285486,0.10901014249807349,4,900151,0.011633685583630985,True
symmetric_tree,22,1,multifocal,0.41780497424074536,0.08080862695538531,0,900154,0.009206530544106499,True
symmetric_tree,22,1,multifocal,0.41780497424074536,0.08080862695538531,1,900155,0.009206530544106497,True
symmetric_tree,22,1,multifocal,0.41780497424074536,0.08080862695538531,2,900156,0.009206530544106499,True
symmetric_tree,22,1,multifocal,0.41780497424074536,0.08080862695538531,3,900157,0.009206530544106499,True
symmetric_tree,22,1,multifocal,0.41780497424074536,0.08080862695538531,4,900158,0.009206530544106499,True
symmetric_tree,23,1,localized,0.5236590882972818,0.30748957517885905,0,900161,0.07082580677668815,True
symmetric_tree,23,1,localized,0.5236590882972818,0.30748957517885905,1,900162,0.07082580677668815,True
symmetric_tree,23,1,localized,0.5236590882972818,0.30748957517885905,2,900163,0.07082580677668814,True
symmetric_tree,23,1,localized,0.5236590882972818,0.30748957517885905,3,900164,0.07082580677668815,True
symmetric_tree,23,1,localized,0.5236590882972818,0.30748957517885905,4,900165,0.07082580677668814,True
symmetric_tree,24,1,regional,0.5483173065930957,0.25419258198373923,0,900168,0.04711187207706221,True
symmetric_tree,24,1,regional,0.5483173065930957,0.25419258198373923,1,900169,0.0471118720770622,True
symmetric_tree,24,1,regional,0.5483173065930957,0.25419258198373923,2,900170,0.04711187207706221,True
symmetric_tree,24,1,regional,0.5483173065930957,0.25419258198373923,3,900171,0.04711187207706221,True
symmetric_tree,24,1,regional,0.5483173065930957,0.25419258198373923,4,900172,0.04711187207706221,True
symmetric_tree,25,1,multifocal,0.543568220993023,0.12419773388164945,0,900175,0.020103245017866495,True
symmetric_tree,25,1,multifocal,0.543568220993023,0.12419773388164945,1,900176,0.020103245017866495,True
symmetric_tree,25,1,multifocal,0.543568220993023,0.12419773388164945,2,900177,0.020103245017866495,True
symmetric_tree,25,1,multifocal,0.543568220993023,0.12419773388164945,3,900178,0.020103245017866495,True
symmetric_tree,25,1,multifocal,0.543568220993023,0.12419773388164945,4,900179,0.020103245017866495,True
symmetric_tree,26,1,localized,0.535373586666482,0.30620890180467214,0,900182,0.08138882690834176,True
symmetric_tree,26,1,localized,0.535373586666482,0.30620890180467214,1,900183,0.08138882690834176,True
symmetric_tree,26,1,localized,0.535373586666482,0.30620890180467214,2,900184,0.08138882690834176,True
symmetric_tree,26,1,localized,0.535373586666482,0.30620890180467214,3,900185,0.08138882690834176,True
symmetric_tree,26,1,localized,0.535373586666482,0.30620890180467214,4,900186,0.08138882690834176,True
symmetric_tree,27,1,regional,0.6378254248138255,0.24620771683159576,0,900189,0.06200943473180098,True
symmetric_tree,27,1,regional,0.6378254248138255,0.24620771683159576,1,900190,0.062009434731800976,True
symmetric_tree,27,1,regional,0.6378254248138255,0.24620771683159576,2,900191,0.062009434731800976,True
symmetric_tree,27,1,regional,0.6378254248138255,0.24620771683159576,3,900192,0.062009434731800976,True
symmetric_tree,27,1,regional,0.6378254248138255,0.24620771683159576,4,900193,0.062009434731800976,True
symmetric_tree,28,1,multifocal,0.5546419530364141,0.12511872372272692,0,900196,0.014780206945215858,True
symmetric_tree,28,1,multifocal,0.5546419530364141,0.12511872372272692,1,900197,0.014780206945215858,True
symmetric_tree,28,1,multifocal,0.5546419530364141,0.12511872372272692,2,900198,0.014780206945215858,True
symmetric_tree,28,1,multifocal,0.5546419530364141,0.12511872372272692,3,900199,0.014780206945215858,True
symmetric_tree,28,1,multifocal,0.5546419530364141,0.12511872372272692,4,900200,0.014780206945215858,True
symmetric_tree,29,1,localized,0.4751592274424806,0.25899339688497536,0,900203,0.06025006290753525,True
symmetric_tree,29,1,localized,0.4751592274424806,0.25899339688497536,1,900204,0.06025006290753525,True
symmetric_tree,29,1,localized,0.4751592274424806,0.25899339688497536,2,900205,0.060250062907535255,True
symmetric_tree,29,1,localized,0.4751592274424806,0.25899339688497536,3,900206,0.06025006290753525,True
symmetric_tree,29,1,localized,0.4751592274424806,0.25899339688497536,4,900207,0.06025006290753525,True
symmetric_tree,30,1,regional,0.5080190920560546,0.21237072715993413,0,900210,0.03409436066749968,True
symmetric_tree,30,1,regional,0.5080190920560546,0.21237072715993413,1,900211,0.03409436066749967,True
symmetric_tree,30,1,regional,0.5080190920560546,0.21237072715993413,2,900212,0.03409436066749967,True
symmetric_tree,30,1,regional,0.5080190920560546,0.21237072715993413,3,900213,0.034094360667499664,False
symmetric_tree,30,1,regional,0.5080190920560546,0.21237072715993413,4,900214,0.034094360667499685,True
symmetric_tree,31,1,multifocal,0.6302432344118136,0.1554883460553212,0,900217,0.02588299475916947,True
symmetric_tree,31,1,multifocal,0.6302432344118136,0.1554883460553212,1,900218,0.025882994759169466,True
symmetric_tree,31,1,multifocal,0.6302432344118136,0.1554883460553212,2,900219,0.025882994759169473,False
symmetric_tree,31,1,multifocal,0.6302432344118136,0.1554883460553212,3,900220,0.025882994759169473,True
symmetric_tree,31,1,multifocal,0.6302432344118136,0.1554883460553212,4,900221,0.025882994759169473,True
symmetric_tree,32,1,localized,0.6096597408683868,0.3287017474481804,0,900224,0.07498824625190227,True
symmetric_tree,32,1,localized,0.6096597408683868,0.3287017474481804,1,900225,0.07498824625190227,True
symmetric_tree,32,1,localized,0.6096597408683868,0.3287017474481804,2,900226,0.07498824625190227,True
symmetric_tree,32,1,localized,0.6096597408683868,0.3287017474481804,3,900227,0.07498824625190227,True
symmetric_tree,32,1,localized,0.6096597408683868,0.3287017474481804,4,900228,0.07498824625190227,True
symmetric_tree,33,1,regional,0.4214990300597783,0.16075773340325522,0,900231,0.0226898570385183,True
symmetric_tree,33,1,regional,0.4214990300597783,0.16075773340325522,1,900232,0.022689857038518297,False
symmetric_tree,33,1,regional,0.4214990300597783,0.16075773340325522,2,900233,0.0226898570385183,True
symmetric_tree,33,1,regional,0.4214990300597783,0.16075773340325522,3,900234,0.022689857038518287,True
symmetric_tree,33,1,regional,0.4214990300597783,0.16075773340325522,4,900235,0.022689857038518297,True
symmetric_tree,34,1,multifocal,0.41348535827311317,0.13756846968897715,0,900238,0.032817887483557226,True
symmetric_tree,34,1,multifocal,0.41348535827311317,0.13756846968897715,1,900239,0.032817887483557226,True
symmetric_tree,34,1,multifocal,0.41348535827311317,0.13756846968897715,2,900240,0.032817887483557226,True
symmetric_tree,34,1,multifocal,0.41348535827311317,0.13756846968897715,3,900241,0.032817887483557226,True
symmetric_tree,34,1,multifocal,0.41348535827311317,0.13756846968897715,4,900242,0.032817887483557226,True
symmetric_tree,35,1,localized,0.34873427905957066,0.1880366149564209,0,900245,0.03818832390169649,True
symmetric_tree,35,1,localized,0.34873427905957066,0.1880366149564209,1,900246,0.0381883239016965,True
symmetric_tree,35,1,localized,0.34873427905957066,0.1880366149564209,2,900247,0.0381883239016965,True
symmetric_tree,35,1,localized,0.34873427905957066,0.1880366149564209,3,900248,0.0381883239016965,True
symmetric_tree,35,1,localized,0.34873427905957066,0.1880366149564209,4,900249,0.03818832390169649,False
symmetric_tree,36,1,regional,0.6139524332569114,0.20828294415401302,0,900252,0.04649990028879851,True
symmetric_tree,36,1,regional,0.6139524332569114,0.20828294415401302,1,900253,0.0464999002887985,False
symmetric_tree,36,1,regional,0.6139524332569114,0.20828294415401302,2,900254,0.04649990028879851,True
symmetric_tree,36,1,regional,0.6139524332569114,0.20828294415401302,3,900255,0.04649990028879851,True
symmetric_tree,36,1,regional,0.6139524332569114,0.20828294415401302,4,900256,0.04649990028879852,True
symmetric_tree,37,1,multifocal,0.5513320934575858,0.18613571819917585,0,900259,0.0339922663291585,True
symmetric_tree,37,1,multifocal,0.5513320934575858,0.18613571819917585,1,900260,0.033992266329158506,True
symmetric_tree,37,1,multifocal,0.5513320934575858,0.18613571819917585,2,900261,0.033992266329158506,True
symmetric_tree,37,1,multifocal,0.5513320934575858,0.18613571819917585,3,900262,0.033992266329158506,False
symmetric_tree,37,1,multifocal,0.5513320934575858,0.18613571819917585,4,900263,0.033992266329158506,True
symmetric_tree,38,1,localized,0.6157778315425091,0.25702584141901913,0,900266,0.06628942687363547,True
symmetric_tree,38,1,localized,0.6157778315425091,0.25702584141901913,1,900267,0.06628942687363547,True
symmetric_tree,38,1,localized,0.6157778315425091,0.25702584141901913,2,900268,0.06628942687363547,True
symmetric_tree,38,1,localized,0.6157778315425091,0.25702584141901913,3,900269,0.06628942687363547,True
symmetric_tree,38,1,localized,0.6157778315425091,0.25702584141901913,4,900270,0.06628942687363547,True
symmetric_tree,39,1,regional,0.4301477042486558,0.15545389906224938,0,900273,0.024506394991550773,True
symmetric_tree,39,1,regional,0.4301477042486558,0.15545389906224938,1,900274,0.024506394991550776,True
symmetric_tree,39,1,regional,0.4301477042486558,0.15545389906224938,2,900275,0.024506394991550776,True
symmetric_tree,39,1,regional,0.4301477042486558,0.15545389906224938,3,900276,0.024506394991550776,True
symmetric_tree,39,1,regional,0.4301477042486558,0.15545389906224938,4,900277,0.02450639499155077,True
symmetric_tree,40,2,localized,0.707014370557706,0.4413428835053598,0,900280,0.10821075702982713,True
symmetric_tree,40,2,localized,0.707014370557706,0.4413428835053598,1,900281,0.10821075702982713,True
symmetric_tree,40,2,localized,0.707014370557706,0.4413428835053598,2,900282,0.10821075702982713,True
symmetric_tree,40,2,localized,0.707014370557706,0.4413428835053598,3,900283,0.10821075702982713,True
symmetric_tree,40,2,localized,0.707014370557706,0.4413428835053598,4,900284,0.10821075702982713,True
symmetric_tree,41,2,regional,0.7912840404889079,0.27632062061324913,0,900287,0.060797684964386645,True
symmetric_tree,41,2,regional,0.7912840404889079,0.27632062061324913,1,900288,0.060797684964386645,False
symmetric_tree,41,2,regional,0.7912840404889079,0.27632062061324913,2,900289,0.060797684964386645,True
symmetric_tree,41,2,regional,0.7912840404889079,0.27632062061324913,3,900290,0.060797684964386645,True
symmetric_tree,41,2,regional,0.7912840404889079,0.27632062061324913,4,900291,0.06079768496438664,False
symmetric_tree,42,2,multifocal,0.7541664192320813,0.1679229996479092,0,900294,0.028443865466907293,True
symmetric_tree,42,2,multifocal,0.7541664192320813,0.1679229996479092,1,900295,0.028443865466907296,False
symmetric_tree,42,2,multifocal,0.7541664192320813,0.1679229996479092,2,900296,0.0284438654669073,True
symmetric_tree,42,2,multifocal,0.7541664192320813,0.1679229996479092,3,900297,0.028443865466907296,False
symmetric_tree,42,2,multifocal,0.7541664192320813,0.1679229996479092,4,900298,0.028443865466907296,False
symmetric_tree,43,2,localized,0.7939114710542189,0.38674478481204294,0,900301,0.09875749662624882,True
symmetric_tree,43,2,localized,0.7939114710542189,0.38674478481204294,1,900302,0.09875749662624882,True
symmetric_tree,43,2,localized,0.7939114710542189,0.38674478481204294,2,900303,0.09875749662624882,True
symmetric_tree,43,2,localized,0.7939114710542189,0.38674478481204294,3,900304,0.09875749662624882,True
symmetric_tree,43,2,localized,0.7939114710542189,0.38674478481204294,4,900305,0.09875749662624882,True
symmetric_tree,44,2,regional,0.9935061783056668,0.42342374208275735,0,900308,0.10930470168797383,True
symmetric_tree,44,2,regional,0.9935061783056668,0.42342374208275735,1,900309,0.10930470168797383,True
symmetric_tree,44,2,regional,0.9935061783056668,0.42342374208275735,2,900310,0.10930470168797383,True
symmetric_tree,44,2,regional,0.9935061783056668,0.42342374208275735,3,900311,0.10930470168797383,True
symmetric_tree,44,2,regional,0.9935061783056668,0.42342374208275735,4,900312,0.10930470168797383,True
symmetric_tree,45,2,multifocal,0.759083740046051,0.1711867631039539,0,900315,0.02488433778609298,False
symmetric_tree,45,2,multifocal,0.759083740046051,0.1711867631039539,1,900316,0.02488433778609298,False
symmetric_tree,45,2,multifocal,0.759083740046051,0.1711867631039539,2,900317,0.02488433778609298,False
symmetric_tree,45,2,multifocal,0.759083740046051,0.1711867631039539,3,900318,0.02488433778609298,False
symmetric_tree,45,2,multifocal,0.759083740046051,0.1711867631039539,4,900319,0.02488433778609298,False
symmetric_tree,46,2,localized,0.957598573322483,0.6183334115386643,0,900322,0.18227687243167578,True
symmetric_tree,46,2,localized,0.957598573322483,0.6183334115386643,1,900323,0.18227687243167578,True
symmetric_tree,46,2,localized,0.957598573322483,0.6183334115386643,2,900324,0.18227687243167578,True
symmetric_tree,46,2,localized,0.957598573322483,0.6183334115386643,3,900325,0.18227687243167578,True
symmetric_tree,46,2,localized,0.957598573322483,0.6183334115386643,4,900326,0.18227687243167578,True
symmetric_tree,47,2,regional,0.7001223183161978,0.17341041923204237,0,900329,0.02838950901071162,True
symmetric_tree,47,2,regional,0.7001223183161978,0.17341041923204237,1,900330,0.028389509010711612,True
symmetric_tree,47,2,regional,0.7001223183161978,0.17341041923204237,2,900331,0.02838950901071161,True
symmetric_tree,47,2,regional,0.7001223183161978,0.17341041923204237,3,900332,0.02838950901071162,True
symmetric_tree,47,2,regional,0.7001223183161978,0.17341041923204237,4,900333,0.02838950901071162,True
symmetric_tree,48,2,multifocal,0.931063337661691,0.24516616229647772,0,900336,0.06586625053462367,True
symmetric_tree,48,2,multifocal,0.931063337661691,0.24516616229647772,1,900337,0.06586625053462367,True
symmetric_tree,48,2,multifocal,0.931063337661691,0.24516616229647772,2,900338,0.06586625053462367,True
symmetric_tree,48,2,multifocal,0.931063337661691,0.24516616229647772,3,900339,0.06586625053462367,True
symmetric_tree,48,2,multifocal,0.931063337661691,0.24516616229647772,4,900340,0.06586625053462367,True
symmetric_tree,49,2,localized,0.8475367541341985,0.45017606468940635,0,900343,0.12308978382305265,True
symmetric_tree,49,2,localized,0.8475367541341985,0.45017606468940635,1,900344,0.12308978382305265,True
symmetric_tree,49,2,localized,0.8475367541341985,0.45017606468940635,2,900345,0.12308978382305265,False
symmetric_tree,49,2,localized,0.8475367541341985,0.45017606468940635,3,900346,0.12308978382305265,True
symmetric_tree,49,2,localized,0.8475367541341985,0.45017606468940635,4,900347,0.12308978382305265,True
symmetric_tree,50,2,regional,0.9159229556807511,0.33946894379274545,0,900350,0.08439601919277004,False
symmetric_tree,50,2,regional,0.9159229556807511,0.33946894379274545,1,900351,0.08439601919277004,True
symmetric_tree,50,2,regional,0.9159229556807511,0.33946894379274545,2,900352,0.08439601919277004,True
symmetric_tree,50,2,regional,0.9159229556807511,0.33946894379274545,3,900353,0.08439601919277004,True
symmetric_tree,50,2,regional,0.9159229556807511,0.33946894379274545,4,900354,0.08439601919277004,True
symmetric_tree,51,2,multifocal,0.9857575352811845,0.3480540986548957,0,900357,0.08494843675109237,True
symmetric_tree,51,2,multifocal,0.9857575352811845,0.3480540986548957,1,900358,0.08494843675109237,True
symmetric_tree,51,2,multifocal,0.9857575352811845,0.3480540986548957,2,900359,0.08494843675109237,True
symmetric_tree,51,2,multifocal,0.9857575352811845,0.3480540986548957,3,900360,0.08494843675109237,True
symmetric_tree,51,2,multifocal,0.9857575352811845,0.3480540986548957,4,900361,0.08494843675109237,True
symmetric_tree,52,2,localized,0.903460631342623,0.5478474721650759,0,900364,0.14569024261268979,True
symmetric_tree,52,2,localized,0.903460631342623,0.5478474721650759,1,900365,0.14569024261268979,True
symmetric_tree,52,2,localized,0.903460631342623,0.5478474721650759,2,900366,0.14569024261268979,True
symmetric_tree,52,2,localized,0.903460631342623,0.5478474721650759,3,900367,0.14569024261268979,True
symmetric_tree,52,2,localized,0.903460631342623,0.5478474721650759,4,900368,0.14569024261268979,True
symmetric_tree,53,2,regional,0.7998172326267052,0.2823580790362054,0,900371,0.0683819434538068,True
symmetric_tree,53,2,regional,0.7998172326267052,0.2823580790362054,1,900372,0.0683819434538068,True
symmetric_tree,53,2,regional,0.7998172326267052,0.2823580790362054,2,900373,0.06838194345380681,True
symmetric_tree,53,2,regional,0.7998172326267052,0.2823580790362054,3,900374,0.0683819434538068,True
symmetric_tree,53,2,regional,0.7998172326267052,0.2823580790362054,4,900375,0.0683819434538068,True
symmetric_tree,54,2,multifocal,0.8447195857436882,0.18139800845849913,0,900378,0.03627170030027084,True
symmetric_tree,54,2,multifocal,0.8447195857436882,0.18139800845849913,1,900379,0.03627170030027084,True
symmetric_tree,54,2,multifocal,0.8447195857436882,0.18139800845849913,2,900380,0.03627170030027084,True
symmetric_tree,54,2,multifocal,0.8447195857436882,0.18139800845849913,3,900381,0.03627170030027084,True
symmetric_tree,54,2,multifocal,0.8447195857436882,0.18139800845849913,4,900382,0.03627170030027084,True
symmetric_tree,55,2,localized,0.7704946820231672,0.47892439170024065,0,900385,0.1491865458961014,True
symmetric_tree,55,2,localized,0.7704946820231672,0.47892439170024065,1,900386,0.1491865458961014,True
symmetric_tree,55,2,localized,0.7704946820231672,0.47892439170024065,2,900387,0.1491865458961014,True
symmetric_tree,55,2,localized,0.7704946820231672,0.47892439170024065,3,900388,0.1491865458961014,True
symmetric_tree,55,2,localized,0.7704946820231672,0.47892439170024065,4,900389,0.1491865458961014,True
