family,stratum,score8,score16,mean_error,candidate
murray_tree,2,0.037357032064204876,0.03506748842850321,0.05567349842267817,"[('in', 'in0'), ('in', 'in1'), ('in1', 'in10'), ('in10', 'out4')]"
murray_tree,2,0.030875070485412784,0.029694132230557516,0.05450008705446009,"[('in1', 'in10'), ('in1', 'in11'), ('in10', 'out4'), ('in11', 'out6')]"
murray_tree,2,0.031156211522885436,0.030236045830454694,0.05912190751475342,"[('in1', 'in10'), ('in1', 'in11'), ('in00', 'out1'), ('in10', 'out5')]"
murray_tree,2,0.032815958848197636,0.03216937232345186,0.06496934611783167,"[('in', 'in1'), ('in00', 'out1'), ('in10', 'out5'), ('in11', 'out7')]"
murray_tree,2,0.03944949514271313,0.040043283911012084,0.05522044728656285,"[('in0', 'in00'), ('in1', 'in10'), ('in01', 'out2'), ('in11', 'out6')]"
murray_tree,2,0.03944949514271313,0.0400432839110121,0.054244333879557224,"[('in0', 'in00'), ('in1', 'in10'), ('in01', 'out3'), ('in11', 'out6')]"
murray_tree,2,0.03735703206420487,0.03506748842850323,0.05906123439942236,"[('in', 'in0'), ('in', 'in1'), ('in1', 'in10'), ('in10', 'out5')]"
murray_tree,2,0.03552049507107977,0.035067488428503206,0.05540487500763129,"[('in', 'in0'), ('in', 'in1'), ('in0', 'in00'), ('in00', 'out0')]"
murray_tree,2,0.030867633212457484,0.030945662009158506,0.05747441655170499,"[('in0', 'in00'), ('in01', 'out2'), ('in01', 'out3'), ('in10', 'out5')]"
murray_tree,2,0.03944949514271312,0.040043283911012084,0.05152297780409902,"[('in0', 'in00'), ('in1', 'in11'), ('in01', 'out3'), ('in10', 'out4')]"
murray_tree,2,0.0318060876709897,0.030738620468170802,0.05623544732688157,"[('in1', 'in11'), ('in10', 'out4'), ('in10', 'out5'), ('in11', 'out6')]"
murray_tree,3,0.027643901350438375,0.028069184733502645,0.05718880335376321,"[('in', 'in0'), ('in0', 'in00'), ('in00', 'out0'), ('in11', 'out7')]"
murray_tree,3,0.02764390135043835,0.02806918473350263,0.05463847219593556,"[('in', 'in0'), ('in0', 'in01'), ('in01', 'out3'), ('in10', 'out4')]"
murray_tree,3,0.02809667797556435,0.027472878072557706,0.05756629759001047,"[('in', 'in1'), ('in00', 'out0'), ('in00', 'out1'), ('in11', 'out6')]"
murray_tree,3,0.02658562254857572,0.025953396177384153,0.05915265671393673,"[('in', 'in1'), ('in1', 'in10'), ('in10', 'out5'), ('in11', 'out6')]"
murray_tree,3,0.026585622548575723,0.02595339617738416,0.06074730479551442,"[('in', 'in1'), ('in1', 'in10'), ('in10', 'out5'), ('in11', 'out7')]"
murray_tree,3,0.0274067072596717,0.027048721397767837,0.05852737214057881,"[('in', 'in0'), ('in1', 'in11'), ('in00', 'out1'), ('in01', 'out2')]"
murray_tree,3,0.028096677975564307,0.027472878072557688,0.0593444571801631,"[('in', 'in1'), ('in00', 'out0'), ('in00', 'out1'), ('in10', 'out5')]"
murray_tree,3,0.027643901350438354,0.028069184733502638,0.05732303779544033,"[('in', 'in0'), ('in0', 'in01'), ('in01', 'out3'), ('in11', 'out7')]"
murray_tree,3,0.026585622548575723,0.025953396177384153,0.05751749184660898,"[('in', 'in1'), ('in1', 'in10'), ('in10', 'out4'), ('in11', 'out7')]"
murray_tree,3,0.027643901350438354,0.028069184733502638,0.05697143900661813,"[('in', 'in0'), ('in0', 'in01'), ('in01', 'out2'), ('in10', 'out4')]"
murray_tree,3,0.02658562254857572,0.02595339617738415,0.055846683477296453,"[('in', 'in1'), ('in1', 'in10'), ('in10', 'out4'), ('in11', 'out6')]"
