family,beta_label,beta_value,direction_id,pattern_family,rho,s,best_error,I_001
symmetric_tree,low,0.22314355131420976,12,localized,0.9,0.6142382466827225,0.2053552179755459,0
symmetric_tree,low,0.22314355131420976,13,regional,0.0,0.0,2.1942709178604383e-17,1
symmetric_tree,low,0.22314355131420976,13,regional,0.1,0.0346971381313438,0.003976868453903963,1
symmetric_tree,low,0.22314355131420976,13,regional,0.2,0.0693942762626876,0.013452523087435046,0
symmetric_tree,low,0.22314355131420976,13,regional,0.3,0.10409141439403138,0.024710956095883523,0
symmetric_tree,low,0.22314355131420976,13,regional,0.4,0.1387885525253752,0.03659577570076184,0
symmetric_tree,low,0.22314355131420976,13,regional,0.5,0.17348569065671898,0.048669959533250415,0
symmetric_tree,low,0.22314355131420976,13,regional,0.6,0.20818282878806277,0.06082083390299719,0
symmetric_tree,low,0.22314355131420976,13,regional,0.7,0.24287996691940655,0.07301011865627727,0
symmetric_tree,low,0.22314355131420976,13,regional,0.8,0.2775771050507504,0.08522133377043202,0
symmetric_tree,low,0.22314355131420976,13,regional,0.9,0.3122742431820942,0.09744623516010788,0
symmetric_tree,low,0.22314355131420976,14,multifocal,0.0,0.0,2.1942709178604383e-17,1
symmetric_tree,low,0.22314355131420976,14,multifocal,0.1,0.02250283889337308,0.004303027740885899,1
symmetric_tree,low,0.22314355131420976,14,multifocal,0.2,0.04500567778674616,0.010411495671581164,0
symmetric_tree,low,0.22314355131420976,14,multifocal,0.3,0.06750851668011924,0.01754404734842434,0
symmetric_tree,low,0.22314355131420976,14,multifocal,0.4,0.09001135557349232,0.02508631525801343,0
symmetric_tree,low,0.22314355131420976,14,multifocal,0.5,0.1125141944668654,0.03282223646416173,0
symmetric_tree,low,0.22314355131420976,14,multifocal,0.6,0.1350170333602385,0.04064137764912119,0
symmetric_tree,low,0.22314355131420976,14,multifocal,0.7,0.15751987225361155,0.048503508381887744,0
symmetric_tree,low,0.22314355131420976,14,multifocal,0.8,0.18002271114698465,0.05639065038558653,0
symmetric_tree,low,0.22314355131420976,14,multifocal,0.9,0.20252555004035774,0.06429359963395481,0
symmetric_tree,low,0.22314355131420976,15,localized,0.0,0.0,2.1942709178604383e-17,1
symmetric_tree,low,0.22314355131420976,15,localized,0.1,0.05386408527840029,0.011760813294858336,0
symmetric_tree,low,0.22314355131420976,15,localized,0.2,0.10772817055680058,0.02957654665793546,0
symmetric_tree,low,0.22314355131420976,15,localized,0.3,0.16159225583520084,0.04802570812068338,0
symmetric_tree,low,0.22314355131420976,15,localized,0.4,0.21545634111360115,0.06673473113413793,0
symmetric_tree,low,0.22314355131420976,15,localized,0.5,0.26932042639200143,0.08553853974375972,0
symmetric_tree,low,0.22314355131420976,15,localized,0.6,0.3231845116704017,0.10439831813214091,0
symmetric_tree,low,0.22314355131420976,15,localized,0.7,0.377048596948802,0.12331358036350161,0
symmetric_tree,low,0.22314355131420976,15,localized,0.8,0.4309126822272023,0.14226315157493005,0
symmetric_tree,low,0.22314355131420976,15,localized,0.9,0.4847767675056026,0.1612349354535703,0
symmetric_tree,low,0.22314355131420976,16,regional,0.0,0.0,2.1942709178604383e-17,1
symmetric_tree,low,0.22314355131420976,16,regional,0.1,0.03842328835947636,0.0053429325668468836,1
symmetric_tree,low,0.22314355131420976,16,regional,0.2,0.07684657671895272,0.016115026080340288,0
symmetric_tree,low,0.22314355131420976,16,regional,0.3,0.11526986507842905,0.029136848928131294,0
symmetric_tree,low,0.22314355131420976,16,regional,0.4,0.15369315343790543,0.04246035441028865,0
symmetric_tree,low,0.22314355131420976,16,regional,0.5,0.19211644179738177,0.05587012850468273,0
symmetric_tree,low,0.22314355131420976,16,regional,0.6,0.2305397301568581,0.06931660612249041,0
symmetric_tree,low,0.22314355131420976,16,regional,0.7,0.2689630185163345,0.08279910660839707,0
symmetric_tree,low,0.22314355131420976,16,regional,0.8,0.30738630687581087,0.09631032913475998,0
symmetric_tree,low,0.22314355131420976,16,regional,0.9,0.3458095952352872,0.10983967504063256,0
symmetric_tree,low,0.22314355131420976,17,multifocal,0.0,0.0,2.1942709178604383e-17,1
symmetric_tree,low,0.22314355131420976,17,multifocal,0.1,0.04665495295907919,0.006506945133087675,1
symmetric_tree,low,0.22314355131420976,17,multifocal,0.2,0.09330990591815838,0.021772043663605516,0
symmetric_tree,low,0.22314355131420976,17,multifocal,0.3,0.13996485887723756,0.037634421141304136,0
symmetric_tree,low,0.22314355131420976,17,multifocal,0.4,0.18661981183631676,0.05387241976224565,0
symmetric_tree,low,0.22314355131420976,17,multifocal,0.5,0.23327476479539594,0.07023031201939532,0
symmetric_tree,low,0.22314355131420976,17,multifocal,0.6,0.2799297177544751,0.08664021583853035,0
symmetric_tree,low,0.22314355131420976,17,multifocal,0.7,0.3265846707135543,0.10307729349209795,0
symmetric_tree,low,0.22314355131420976,17,multifocal,0.8,0.3732396236726335,0.11953033516923038,0
symmetric_tree,low,0.22314355131420976,17,multifocal,0.9,0.4198945766317127,0.1359935468196358,0
symmetric_tree,low,0.22314355131420976,18,localized,0.0,0.0,2.1942709178604383e-17,1
symmetric_tree,low,0.22314355131420976,18,localized,0.1,0.06086591506325082,0.011343159141227884,0
symmetric_tree,low,0.22314355131420976,18,localized,0.2,0.12173183012650164,0.031767322869835246,0
symmetric_tree,low,0.22314355131420976,18,localized,0.3,0.18259774518975244,0.052810126242052814,0
symmetric_tree,low,0.22314355131420976,18,localized,0.4,0.24346366025300328,0.07409916008987184,0
symmetric_tree,low,0.22314355131420976,18,localized,0.5,0.3043295753162541,0.09548239789247412,0
symmetric_tree,low,0.22314355131420976,18,localized,0.6,0.3651954903795049,0.11690815958485713,0
symmetric_tree,low,0.22314355131420976,18,localized,0.7,0.4260614054427557,0.13835682451547546,0
symmetric_tree,low,0.22314355131420976,18,localized,0.8,0.48692732050600657,0.15982278081280396,0
symmetric_tree,low,0.22314355131420976,18,localized,0.9,0.5477932355692574,0.1813013969819063,0
symmetric_tree,low,0.22314355131420976,19,regional,0.0,0.0,2.1942709178604383e-17,1
symmetric_tree,low,0.22314355131420976,19,regional,0.1,0.03487169666319958,0.0026896132289062824,1
symmetric_tree,low,0.22314355131420976,19,regional,0.2,0.06974339332639916,0.012220498157695613,0
symmetric_tree,low,0.22314355131420976,19,regional,0.3,0.10461508998959874,0.02381361342237913,0
symmetric_tree,low,0.22314355131420976,19,regional,0.4,0.13948678665279832,0.035877801909299276,0
symmetric_tree,low,0.22314355131420976,19,regional,0.5,0.1743584833159979,0.04807547797607391,0
symmetric_tree,low,0.22314355131420976,19,regional,0.6,0.2092301799791975,0.06032572355625468,0
symmetric_tree,low,0.22314355131420976,19,regional,0.7,0.24410187664239705,0.0726019330990298,0
symmetric_tree,low,0.22314355131420976,19,regional,0.8,0.27897357330559663,0.08489284353830412,0
symmetric_tree,low,0.22314355131420976,19,regional,0.9,0.31384526996879625,0.09719287785375332,0
symmetric_tree,frozen,0.6931471805599453,0,localized,0.0,0.0,2.1942709178604383e-17,1
symmetric_tree,frozen,0.6931471805599453,0,localized,0.1,0.07081063127933944,0.017324396181174123,0
symmetric_tree,frozen,0.6931471805599453,0,localized,0.2,0.14162126255867888,0.03499482395903121,0
symmetric_tree,frozen,0.6931471805599453,0,localized,0.3,0.21243189383801833,0.055581658719256355,0
symmetric_tree,frozen,0.6931471805599453,0,localized,0.4,0.28324252511735776,0.07831299644387302,0
symmetric_tree,frozen,0.6931471805599453,0,localized,0.5,0.3540531563966972,0.10181833002548771,0
symmetric_tree,frozen,0.6931471805599453,0,localized,0.6,0.42486378767603666,0.1257118616593012,0
symmetric_tree,frozen,0.6931471805599453,0,localized,0.7,0.49567441895537606,0.14990287925631926,0
symmetric_tree,frozen,0.6931471805599453,0,localized,0.8,0.5664850502347155,0.17428920206561402,0
symmetric_tree,frozen,0.6931471805599453,0,localized,0.9,0.637295681514055,0.1988354737568954,0
symmetric_tree,frozen,0.6931471805599453,1,regional,0.0,0.0,2.1942709178604383e-17,1
symmetric_tree,frozen,0.6931471805599453,1,regional,0.1,0.029949605301094792,0.003839524992465791,1
symmetric_tree,frozen,0.6931471805599453,1,regional,0.2,0.059899210602189584,0.007679049984931579,1
symmetric_tree,frozen,0.6931471805599453,1,regional,0.3,0.08984881590328436,0.011518574977397363,0
symmetric_tree,frozen,0.6931471805599453,1,regional,0.4,0.11979842120437917,0.016005583502715293,0
symmetric_tree,frozen,0.6931471805599453,1,regional,0.5,0.14974802650547395,0.02292089026743784,0
symmetric_tree,frozen,0.6931471805599453,1,regional,0.6,0.17969763180656873,0.03172283477283598,0
symmetric_tree,frozen,0.6931471805599453,1,regional,0.7,0.2096472371076635,0.04122461846282958,0
symmetric_tree,frozen,0.6931471805599453,1,regional,0.8,0.23959684240875834,0.05103684918561862,0
symmetric_tree,frozen,0.6931471805599453,1,regional,0.9,0.2695464477098531,0.061009922702735656,0
symmetric_tree,frozen,0.6931471805599453,2,multifocal,0.0,0.0,2.1942709178604383e-17,1
symmetric_tree,frozen,0.6931471805599453,2,multifocal,0.1,0.022088888408197376,0.0035357431637391217,1
symmetric_tree,frozen,0.6931471805599453,2,multifocal,0.2,0.04417777681639475,0.007071486327478247,1
symmetric_tree,frozen,0.6931471805599453,2,multifocal,0.3,0.06626666522459213,0.010607229491217368,0
symmetric_tree,frozen,0.6931471805599453,2,multifocal,0.4,0.0883555536327895,0.014231251411654777,0
symmetric_tree,frozen,0.6931471805599453,2,multifocal,0.5,0.11044444204098687,0.019172053078957658,0
symmetric_tree,frozen,0.6931471805599453,2,multifocal,0.6,0.13253333044918425,0.02501435579753322,0
symmetric_tree,frozen,0.6931471805599453,2,multifocal,0.7,0.15462221885738162,0.03128317512657371,0
symmetric_tree,frozen,0.6931471805599453,2,multifocal,0.8,0.176711107265579,0.03798382474121661,0
symmetric_tree,frozen,0.6931471805599453,2,multifocal,0.9,0.19879999567377638,0.044970382549995906,0
symmetric_tree,frozen,0.6931471805599453,3,localized,0.0,0.0,2.1942709178604383e-17,1
symmetric_tree,frozen,0.6931471805599453,3,localized,0.1,0.06006605372256168,0.015317003560704255,0
symmetric_tree,frozen,0.6931471805599453,3,localized,0.2,0.12013210744512336,0.030644659814985004,0
symmetric_tree,frozen,0.6931471805599453,3,localized,0.3,0.18019816116768503,0.04812928939405011,0
symmetric_tree,frozen,0.6931471805599453,3,localized,0.4,0.2402642148902467,0.0672895982956406,0
symmetric_tree,frozen,0.6931471805599453,3,localized,0.5,0.30033026861280837,0.08709296429968248,0
symmetric_tree,frozen,0.6931471805599453,3,localized,0.6,0.36039632233537006,0.10733151324384696,0
symmetric_tree,frozen,0.6931471805599453,3,localized,0.7,0.4204623760579317,0.12780562542301355,0
symmetric_tree,frozen,0.6931471805599453,3,localized,0.8,0.4805284297804934,0.14843280375458945,0
symmetric_tree,frozen,0.6931471805599453,3,localized,0.9,0.5405944835030551,0.16920262199388778,0
symmetric_tree,frozen,0.6931471805599453,4,regional,0.0,0.0,2.1942709178604383e-17,1
symmetric_tree,frozen,0.6931471805599453,4,regional,0.1,0.029234277347532773,0.0018559280506970643,1
symmetric_tree,frozen,0.6931471805599453,4,regional,0.2,0.058468554695065546,0.003711856101394131,1
symmetric_tree,frozen,0.6931471805599453,4,regional,0.3,0.08770283204259831,0.007713658558799626,1
symmetric_tree,frozen,0.6931471805599453,4,regional,0.4,0.11693710939013109,0.01519799428202811,0
symmetric_tree,frozen,0.6931471805599453,4,regional,0.5,0.14617138673766386,0.02312773977418473,0
symmetric_tree,frozen,0.6931471805599453,4,regional,0.6,0.17540566408519662,0.03133873161453819,0
symmetric_tree,frozen,0.6931471805599453,4,regional,0.7,0.2046399414327294,0.04004958360282289,0
symmetric_tree,frozen,0.6931471805599453,4,regional,0.8,0.23387421878026218,0.04901528943709492,0
symmetric_tree,frozen,0.6931471805599453,4,regional,0.9,0.26310849612779497,0.05826996642073018,0
symmetric_tree,frozen,0.6931471805599453,5,multifocal,0.0,0.0,2.1942709178604383e-17,1
symmetric_tree,frozen,0.6931471805599453,5,multifocal,0.1,0.022755109649683164,0.00281782234898905,1
symmetric_tree,frozen,0.6931471805599453,5,multifocal,0.2,0.04551021929936633,0.0056356446979781,1
symmetric_tree,frozen,0.6931471805599453,5,multifocal,0.3,0.06826532894904949,0.008453467046967152,1
symmetric_tree,frozen,0.6931471805599453,5,multifocal,0.4,0.09102043859873266,0.01129644353529598,0
symmetric_tree,frozen,0.6931471805599453,5,multifocal,0.5,0.11377554824841582,0.015465396791345572,0
symmetric_tree,frozen,0.6931471805599453,5,multifocal,0.6,0.13653065789809898,0.02166672960102696,0
symmetric_tree,frozen,0.6931471805599453,5,multifocal,0.7,0.15928576754778215,0.028713913438741426,0
symmetric_tree,frozen,0.6931471805599453,5,multifocal,0.8,0.1820408771974653,0.03611514167221713,0
symmetric_tree,frozen,0.6931471805599453,5,multifocal,0.9,0.20479598684714848,0.04369085797640456,0
symmetric_tree,frozen,0.6931471805599453,6,localized,0.0,0.0,2.1942709178604383e-17,1
symmetric_tree,frozen,0.6931471805599453,6,localized,0.1,0.04419295753759697,0.009407762744014113,1
symmetric_tree,frozen,0.6931471805599453,6,localized,0.2,0.08838591507519394,0.01881552548802823,0
symmetric_tree,frozen,0.6931471805599453,6,localized,0.3,0.1325788726127909,0.02993342623912077,0
symmetric_tree,frozen,0.6931471805599453,6,localized,0.4,0.1767718301503879,0.043606615958761634,0
symmetric_tree,frozen,0.6931471805599453,6,localized,0.5,0.22096478768798483,0.05809441661827783,0
symmetric_tree,frozen,0.6931471805599453,6,localized,0.6,0.2651577452255818,0.07291284432075198,0
symmetric_tree,frozen,0.6931471805599453,6,localized,0.7,0.3093507027631787,0.08789483391842473,0
symmetric_tree,frozen,0.6931471805599453,6,localized,0.8,0.3535436603007758,0.10298624817935473,0
symmetric_tree,frozen,0.6931471805599453,6,localized,0.9,0.3977366178383727,0.1182076808615525,0
symmetric_tree,frozen,0.6931471805599453,7,regional,0.0,0.0,2.1942709178604383e-17,1
symmetric_tree,frozen,0.6931471805599453,7,regional,0.1,0.03868304327223146,0.004028659563139824,1
symmetric_tree,frozen,0.6931471805599453,7,regional,0.2,0.07736608654446292,0.00809938049638505,1
symmetric_tree,frozen,0.6931471805599453,7,regional,0.3,0.11604912981669435,0.01597836636453222,0
symmetric_tree,frozen,0.6931471805599453,7,regional,0.4,0.15473217308892584,0.026461218758575187,0
symmetric_tree,frozen,0.6931471805599453,7,regional,0.5,0.19341521636115727,0.03813255991428311,0
symmetric_tree,frozen,0.6931471805599453,7,regional,0.6,0.2320982596333887,0.050644224588453086,0
symmetric_tree,frozen,0.6931471805599453,7,regional,0.7,0.27078130290562014,0.06352757282302447,0
symmetric_tree,frozen,0.6931471805599453,7,regional,0.8,0.3094643461778517,0.07659528183558957,0
symmetric_tree,frozen,0.6931471805599453,7,regional,0.9,0.3481473894500831,0.08976687337894657,0
symmetric_tree,frozen,0.6931471805599453,8,multifocal,0.0,0.0,2.1942709178604383e-17,1
symmetric_tree,frozen,0.6931471805599453,8,multifocal,0.1,0.021949517322037287,0.0037849093776514066,1
symmetric_tree,frozen,0.6931471805599453,8,multifocal,0.2,0.043899034644074575,0.007569818755302816,1
symmetric_tree,frozen,0.6931471805599453,8,multifocal,0.3,0.06584855196611185,0.011354728132954222,0
symmetric_tree,frozen,0.6931471805599453,8,multifocal,0.4,0.08779806928814915,0.015337351059513362,0
symmetric_tree,frozen,0.6931471805599453,8,multifocal,0.5,0.10974758661018642,0.020336075064698398,0
symmetric_tree,frozen,0.6931471805599453,8,multifocal,0.6,0.1316971039322237,0.025934943527156328,0
symmetric_tree,frozen,0.6931471805599453,8,multifocal,0.7,0.15364662125426098,0.032168867277661294,0
symmetric_tree,frozen,0.6931471805599453,8,multifocal,0.8,0.1755961385762983,0.0388054601130387,0
symmetric_tree,frozen,0.6931471805599453,8,multifocal,0.9,0.19754565589833556,0.04566951317593978,0
symmetric_tree,frozen,0.6931471805599453,9,localized,0.0,0.0,2.1942709178604383e-17,1
symmetric_tree,frozen,0.6931471805599453,9,localized,0.1,0.05804327400896493,0.0023314465842335695,1
symmetric_tree,frozen,0.6931471805599453,9,localized,0.2,0.11608654801792986,0.010870016802863454,0
symmetric_tree,frozen,0.6931471805599453,9,localized,0.3,0.17412982202689478,0.027038816564831463,0
symmetric_tree,frozen,0.6931471805599453,9,localized,0.4,0.23217309603585973,0.04571466012804365,0
symmetric_tree,frozen,0.6931471805599453,9,localized,0.5,0.29021637004482465,0.06478726702998566,0
symmetric_tree,frozen,0.6931471805599453,9,localized,0.6,0.34825964405378956,0.08407058510123172,0
symmetric_tree,frozen,0.6931471805599453,9,localized,0.7,0.4063029180627545,0.10378377788909364,0
symmetric_tree,frozen,0.6931471805599453,9,localized,0.8,0.46434619207171945,0.12375999854970082,0
symmetric_tree,frozen,0.6931471805599453,9,localized,0.9,0.5223894660806844,0.143889740230258,0
